№;Город;Площадь м2;Год;Этажей;Адрес;Ссылка;result;postal_code;city_district;street_type_full;street;house_fias_id;house_kladr_id;house_cadnum;house_type_full;house;block_type_full;block;geo_lat;geo_lon
1295;Магнитогорск;5834.9;1957;4;ул. Ленинградская, 5 корпус 2;/chelyabinskaya-oblast/magnitogorsk/363664;Челябинская обл, г Магнитогорск, ул Ленинградская, д 5 к 2;455023;Ленинский;улица;Ленинградская;34a99cef-0aee-4444-b283-282b9f504563;7400000900001860041;;дом;5;корпус;2;53.4170326;58.9967316
1296;Магнитогорск;8995.1;1957;5;ул. Ленинградская, 5;/chelyabinskaya-oblast/magnitogorsk/363662;Челябинская обл, г Магнитогорск, ул Ленинградская, д 5;455023;Ленинский;улица;Ленинградская;2403a1df-0592-471a-8f1a-25db388d2737;7400000900001860039;;дом;5;;;53.4175773;58.9987019
1297;Магнитогорск;5735.43;1957;4;ул. Ленинградская, 5 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363663;Челябинская обл, г Магнитогорск, ул Ленинградская, д 5 к 1;455023;Ленинский;улица;Ленинградская;90ac7a7f-38cf-472d-9e69-55504ad23f1e;7400000900001860040;74:33:0129005:159;дом;5;корпус;1;53.4175773;58.998767
1298;Магнитогорск;8447.93;1954;5;ул. Ленинградская, 10;/chelyabinskaya-oblast/magnitogorsk/363665;Челябинская обл, г Магнитогорск, ул Ленинградская, д 10;455000;Ленинский;улица;Ленинградская;1cd438af-928b-4905-a8d3-acf988cce2d4;7400000900001860010;74:33:0129007:190;дом;10;;;53.4180535;58.9914019
1299;Магнитогорск;3971.1;1959;5;ул. Ленинградская, 11;/chelyabinskaya-oblast/magnitogorsk/363666;Челябинская обл, г Магнитогорск, ул Ленинградская, д 11;455023;Ленинский;улица;Ленинградская;dca06cef-962e-49b9-b346-fc5b36a053b3;7400000900001860044;74:33:0129007:219;дом;11;;;53.4177113;58.9934606
1300;Магнитогорск;8507.75;1954;5;ул. Ленинградская, 12;/chelyabinskaya-oblast/magnitogorsk/363667;Челябинская обл, г Магнитогорск, ул Ленинградская, д 12;455000;Ленинский;улица;Ленинградская;ee567cd9-caeb-410a-aae0-a2cd7ec652f6;7400000900001860011;74:33:0129007:196;дом;12;;;53.4181782;58.9899973
1301;Магнитогорск;3071.9;1977;9;ул. Ленинградская, 13 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363669;Челябинская обл, г Магнитогорск, ул Ленинградская, д 13 к 1;455023;Ленинский;улица;Ленинградская;8a211564-ce1d-49d7-a301-15f2523164d7;7400000900001860046;;дом;13;корпус;1;53.4170763;58.991703
1302;Магнитогорск;5074.9;1959;5;ул. Ленинградская, 13;/chelyabinskaya-oblast/magnitogorsk/363668;Челябинская обл, г Магнитогорск, ул Ленинградская, д 13;455023;Ленинский;улица;Ленинградская;e7beb517-d863-4919-9875-51042193d809;7400000900001860045;;дом;13;;;53.417;58.9915786
1303;Магнитогорск;2367;1960;5;ул. Ленинградская, 15 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363671;Челябинская обл, г Магнитогорск, ул Ленинградская, д 15 к 1;455023;Ленинский;улица;Ленинградская;e677215e-579d-4167-a8b0-6d85757fe0f1;7400000900001860048;74:33:0129007:209;дом;15;корпус;1;53.4175773;58.9917164
1304;Магнитогорск;7771.4;1959;5;ул. Ленинградская, 15;/chelyabinskaya-oblast/magnitogorsk/363670;Челябинская обл, г Магнитогорск, ул Ленинградская, д 15;455023;Ленинский;улица;Ленинградская;c82dc92d-cea8-4eff-bb88-c023c0dd9c3f;7400000900001860047;74:33:0129007:208;дом;15;;;53.4175426;58.9917737
1305;Магнитогорск;5210;1954;5;ул. Ленинградская, 16;/chelyabinskaya-oblast/magnitogorsk/363672;Челябинская обл, г Магнитогорск, ул Ленинградская, д 16;455000;Ленинский;улица;Ленинградская;448dd226-4e69-4c4d-9dd3-71ab779c0b3a;7400000900001860013;74:33:0129007:192;дом;16;;;53.4179564;58.9863672
1306;Магнитогорск;2394;1965;5;ул. Ленинградская, 17 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363674;Челябинская обл, г Магнитогорск, ул Ленинградская, д 17 к 1;455023;Ленинский;улица;Ленинградская;2e81131f-1ae0-41ff-8401-cfa01749c4b0;7400000900001860050;74:33:0129007:224;дом;17;корпус;1;53.4173614;58.9905817
1307;Магнитогорск;3454.9;1955;5;ул. Ленинградская, 18;/chelyabinskaya-oblast/magnitogorsk/926290;Челябинская обл, г Магнитогорск, ул Ленинградская, д 18;455000;Ленинский;улица;Ленинградская;4666e69f-3e56-4b02-8aeb-838108ad8389;7400000900001860014;74:33:0129007:211;дом;18;;;53.4179737;58.9854161
1308;Магнитогорск;4183.4;1959;5;ул. Ленинградская, 19 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363677;Челябинская обл, г Магнитогорск, ул Ленинградская, д 19 к 1;455023;Ленинский;улица;Ленинградская;afcfe8a3-5e8b-46e7-af68-f168eced902d;7400000900001860052;;дом;19;корпус;1;53.4175193;58.989564
1309;Магнитогорск;5125;1959;5;ул. Ленинградская, 19;/chelyabinskaya-oblast/magnitogorsk/363676;Челябинская обл, г Магнитогорск, ул Ленинградская, д 19;455023;Ленинский;улица;Ленинградская;3f9d0f41-d729-4d3d-971c-3e99b369ca56;7400000900001860051;74:33:0129007:238;дом;19;;;53.4175193;58.9895839
1310;Магнитогорск;5158.7;1959;5;ул. Ленинградская, 21;/chelyabinskaya-oblast/magnitogorsk/363678;Челябинская обл, г Магнитогорск, ул Ленинградская, д 21;455023;Ленинский;улица;Ленинградская;618bff3d-eabe-4d4b-aacf-71311b5fdb7a;7400000900001860053;74:33:0129007:239;дом;21;;;53.4175633;58.9868946
1311;Магнитогорск;4217.32;1955;4;ул. Ленинградская, 22 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363680;Челябинская обл, г Магнитогорск, ул Ленинградская, д 22 к 1;455000;Ленинский;улица;Ленинградская;b0f5b977-c96b-4334-861c-8d61a0399c6c;7400000900001860016;;дом;22;корпус;1;53.4181133;58.9830941
1312;Магнитогорск;7066;1955;5;ул. Ленинградская, 22;/chelyabinskaya-oblast/magnitogorsk/363679;Челябинская обл, г Магнитогорск, ул Ленинградская, д 22;455000;Ленинский;улица;Ленинградская;222db7ca-26c6-476b-ac6e-ee3d978ed4a4;7400000900001860015;74:33:0129007:210;дом;22;;;53.4179821;58.9830537
1313;Магнитогорск;3498.7;1959;5;ул. Ленинградская, 23;/chelyabinskaya-oblast/magnitogorsk/363681;Челябинская обл, г Магнитогорск, ул Ленинградская, д 23;455023;Ленинский;улица;Ленинградская;93bd0cca-c1b4-4304-8682-805216e066bb;7400000900001860054;74:33:0129007:221;дом;23;;;53.4171131;58.9874409
1314;Магнитогорск;2451;1959;5;ул. Ленинградская, 25 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363682;Челябинская обл, г Магнитогорск, ул Ленинградская, д 25 к 1;455023;Ленинский;улица;Ленинградская;b3835b96-b1f3-45ea-a240-8e0cadbe688b;7400000900001860056;;дом;25;корпус;1;53.4166854;58.9866741
1315;Магнитогорск;9485.13;1955;4;ул. Ленинградская, 26;/chelyabinskaya-oblast/magnitogorsk/363683;Челябинская обл, г Магнитогорск, ул Ленинградская, д 26;455000;Ленинский;улица;Ленинградская;12c67ff9-75e6-4a5a-9f78-bbf51365da37;7400000900001860017;74:33:0128001:1529;дом;26;;;53.418183;58.9811534
1316;Магнитогорск;4133.2;1955;4;ул. Ленинградская, 26 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363684;Челябинская обл, г Магнитогорск, ул Ленинградская, д 26 к 1;455000;Ленинский;улица;Ленинградская;b9c67f69-0b11-4454-9ca7-86853f64d2f1;7400000900001860018;;дом;26;корпус;1;53.4182174;58.9811659
1317;Магнитогорск;5194.4;1959;5;ул. Ленинградская, 27;/chelyabinskaya-oblast/magnitogorsk/363685;Челябинская обл, г Магнитогорск, ул Ленинградская, д 27;455023;Ленинский;улица;Ленинградская;45611bd8-08e1-4a5c-94a7-c11aa3e9c44a;7400000900001860057;74:33:0129007:218;дом;27;;;53.4176714;58.9856626
1318;Магнитогорск;4188.5;1958;5;ул. Ленинградская, 31 корпус 1;/chelyabinskaya-oblast/magnitogorsk/363687;Челябинская обл, г Магнитогорск, ул Ленинградская, д 31 к 1;455023;Ленинский;улица;Ленинградская;0707e6ce-2168-431a-b2e3-e66b82b04039;7400000900001860059;;дом;31;корпус;1;53.4176714;58.9833775
1319;Магнитогорск;4202.2;1957;5;ул. Ленинградская, 31;/chelyabinskaya-oblast/magnitogorsk/1299004;Челябинская обл, г Магнитогорск, ул Ленинградская, д 31;455023;Ленинский;улица;Ленинградская;f402e3d3-f13e-45ad-83b7-1040a3d29f6c;7400000900001860058;74:33:0129004:172;дом;31;;;53.4176299;58.9833272
1320;Магнитогорск;2176.29;1959;4;ул. Ленинградская, 32;/chelyabinskaya-oblast/magnitogorsk/826430;Челябинская обл, г Магнитогорск, ул Ленинградская, д 32;455000;Ленинский;улица;Ленинградская;b68b9088-8a25-4429-bd1c-d9cf3d51193d;7400000900001860021;74:33:0129008:329;дом;32;;;53.417998;58.9788119
1321;Магнитогорск;5333.42;1957;5;ул. Ленинградская, 33;/chelyabinskaya-oblast/magnitogorsk/363689;Челябинская обл, г Магнитогорск, ул Ленинградская, д 33;455023;Ленинский;улица;Ленинградская;ee715a4a-82e7-4986-bd3c-92b1cfcdd47e;7400000900001860112;;дом;33;;;53.4176299;58.9820647
1322;Магнитогорск;1944.8;1963;5;ул. Ленинградская, 33 корпус 2;/chelyabinskaya-oblast/magnitogorsk/789455;Челябинская обл, г Магнитогорск, ул Ленинградская, д 33 к 2;455023;Ленинский;улица;Ленинградская;39d04829-08f2-46be-b2a1-916dc4897de3;7400000900001860094;74:33:0129008:326;дом;33;корпус;2;53.41729;58.981327
1323;Магнитогорск;2426.59;1961;4;ул. Ленинградская, 34;/chelyabinskaya-oblast/magnitogorsk/826431;Челябинская обл, г Магнитогорск, ул Ленинградская, д 34;455000;Ленинский;улица;Ленинградская;2d48067b-bdc7-4b19-b92b-a3f435779e26;7400000900001860022;74:33:0129008:330;дом;34;;;53.4179578;58.9780398
1324;Магнитогорск;5279.1;1957;5;ул. Ленинградская, 35;/chelyabinskaya-oblast/magnitogorsk/363692;Челябинская обл, г Магнитогорск, ул Ленинградская, д 35;455023;Ленинский;улица;Ленинградская;845eda73-7bc8-49a4-950e-1f4df08de805;7400000900001860061;74:33:0129008:323;дом;35;;;53.4177113;58.9805004
1325;Магнитогорск;2450.47;1963;5;ул. Ленинградская, 37А;/chelyabinskaya-oblast/magnitogorsk/363694;Челябинская обл, г Магнитогорск, ул Ленинградская, д 37А;455000;Ленинский;улица;Ленинградская;632c86ca-929d-456e-8cea-47bdaa7e903a;7400000900001860062;74:33:0129008:321;дом;37А;;;53.4175473;58.9780398
