number,type_of_vehicle,object_type,name_stopping,the_official_name,location,routes,coordinates
1848,Троллейбус,Остановка,Ул. Ленина,Ул. Ленина,"Большая Пушкарская улица, улица Ленина","1,9,31","59.961280,30.307840"
1849,Троллейбус,Остановка,Ул. Ленсовета,Ул. Ленсовета,"улица Типанова, улица Ленсовета","27,29,35,45,47","59.852530,30.331130"
1850,Троллейбус,Остановка,Ул. Ленсовета,Ул. Ленсовета,"Типанова, Ленсовета","27,29,35,45,47","59.852000,30.331800"
1851,Троллейбус,Остановка,Ул. Летчика Тихомирова,Ул. Летчика Тихомирова,"улица Адмирала Трибуца, улица Лётчика Тихомирова",41,"59.854213,30.146787"
1852,Троллейбус,Остановка,Ул. Летчика Тихомирова,Ул. Летчика Тихомирова,"улица Адмирала Черокова, улица Лётчика Тихомирова",41,"59.854908,30.140363"
1853,Троллейбус,Остановка,Ул. Лёни Голикова,Ул. Лёни Голикова,"проспект Ветеранов, улица Лёни Голикова","20,29,37,44,46","59.840290,30.239040"
1854,Троллейбус,Остановка,Ул. Лёни Голикова,Ул. Лёни Голикова,"проспект Ветеранов, улица Лёни Голикова","20,29,37,44,46","59.839950,30.237600"
1855,Троллейбус,Остановка,Ул. Лётчика Пилютова,Ул. Лётчика Пилютова,"проспект Ветеранов, улица Лётчика Пилютова",37.46,"59.835490,30.139470"
1856,Троллейбус,Остановка,Ул. Лётчика Пилютова,Ул. Лётчика Пилютова,"проспект Ветеранов, улица Лётчика Пилютова",37.46,"59.835320,30.141020"
1857,Троллейбус,Остановка,Ул. Маршала Говорова,Ул. Маршала Говорова,"улица Васи Алексеева, улица Маршала Говорова",41.48,"59.879000,30.266900"
1858,Троллейбус,Остановка,Ул. Маршала Говорова,Ул. Маршала Говорова,"улица Васи Алексеева, улица Маршала Говорова",41.48,"59.878500,30.267900"
1859,Троллейбус,Остановка,Ул. Маршала Захарова,Ул. Маршала Захарова,"Маршала Жукова, Маршала Захарова",48,"59.849400,30.218100"
1860,Троллейбус,Остановка,Ул. Маршала Захарова,Ул. Маршала Захарова,"Доблести, Маршала Захарова",48,"59.858019,30.176878"
1861,Троллейбус,Остановка,Ул. Маршала Захарова,Ул. Маршала Захарова,"проспект Героев, улица Маршала Захарова",41,"59.859747,30.158073"
1862,Троллейбус,Остановка,Ул. Маршала Захарова,Ул. Маршала Захарова,"Маршала Жукова, Маршала Захарова",48,"59.849100,30.217100"
1863,Троллейбус,Остановка,Ул. Маршала Захарова,Ул. Маршала Захарова,"Доблести, Маршала Захарова",48,"59.856806,30.175883"
1864,Троллейбус,Остановка,Ул. Маршала Казакова,Ул. Маршала Казакова,"улица Маршала Казакова, Балтийский бульвар",32,"59.871028,30.157229"
1865,Троллейбус,Остановка,Ул. Маршала Казакова,Ул. Маршала Казакова,"Маршала Жукова, Маршала Казакова",41.48,"59.859000,30.231700"
1866,Троллейбус,Остановка,Ул. Маршала Казакова,Ул. Маршала Казакова,"Маршала Жукова, Маршала Казакова",41.48,"59.860100,30.233800"
1867,Троллейбус,Остановка,"Ул. Маршала Казакова, 78","Ул. Маршала Казакова, 78","проспект Героев, улица Маршала Казакова",32,"59.868301,30.167872"
1868,Троллейбус,Остановка,ул. Маршала Мерецкова,,улица Маршала Мерецкова,46,"59.835628,30.117953"
1869,Троллейбус,Остановка,ул. Маршала Мерецкова,ул. Маршала Мерецкова,улица Маршала Мерецкова,46,"59.835326,30.120791"
1870,Троллейбус,Остановка,Ул. Маршала Новикова,Ул. Маршала Новикова,"Королева, Маршала Новикова",25.5,"60.012506,30.270253"
1871,Троллейбус,Остановка,Ул. Маршала Новикова,Ул. Маршала Новикова,"Королева, Маршала Новикова",25.5,"60.013128,30.267928"
1872,Троллейбус,Остановка,Ул. Маршала Тухачевского,Ул. Маршала Тухачевского,"Маршала Тухачевского, Буренина",1.3,"59.970370,30.423670"
1873,Троллейбус,Остановка,Ул. Маршала Тухачевского,Ул. Маршала Тухачевского,"Революции ш., Маршала Тухачевского ул.",43,"59.960000,30.430220"
